jumlah_kartu,outstanding,limit_kredit,tagihan,total_pemakaian_tunai,total_pemakaian_retail,sisa_tagihan_tidak_terbayar,kode_cabang,rasio_pembayaran,persentasi_overlimit,rasio_pembayaran_3bulan,rasio_pembayaran_6bulan,skor_delikuensi,flag_kredit_macet,jumlah_tahun_sejak_pembukaan_kredit,total_pemakaian,sisa_tagihan_per_jumlah_kartu,sisa_tagihan_per_limit,total_pemakaian_per_limit,pemakaian_3bln_per_limit,pemakaian_6bln_per_limit,utilisasi_3bulan,utilisasi_6bulan
2,8433229,10000000,7437750,0,0,8433229,A,0,0,5.47,10,0,0,2.33,0,4216615,0.843,0,0,0.0479,0.97,1.15
2,5880170,15000000,4660804,0,501413,0,H,0,0,116,133,0,0,12.4,501413,0,0,0.0334,0.0974,0.1,0.387,0.247
2,4847746,6000000,535666,0,1133934,4928609,F,100,0,87.3,52.6,0,0,10.8,1133934,2464305,0.821,0.189,0.0268,0.405,0.831,0.906
3,213820138,100000000,201000000,0,0,188000000,A,0,6.82,79.1,73,0,1,11.4,0,62758693,1.88,0,0.595,0.767,2.12,1.71
2,2129421,3000000,312840,0,206740,0,B,100,0,99.5,99.6,0,0,0.75,206740,0,0,0.0689,0.0435,0,0.749,1
2,1904520,26000000,1906364,0,0,1666879,F,7.7,0,29.9,10,0,0,15.5,0,833440,0.0641,0,0.0216,0.0581,0.116,0.208
2,5322784,5000000,3614138,0,70000,3259221,E,14.2,6.55,50,42.3,0,0,2.42,70000,1629611,0.652,0.014,0.302,0.0496,0.893,0.429
5,7222073,29000000,2270834,0,210000,0,A,100,0,100,66.7,0,0,16,210000,0,0,0.00724,0.128,0.114,0.23,0.188
2,25562,8000000,49000,0,0,0,A,0,0,0,33.3,0,1,1.33,0,0,0,0,0,0,0.0118,3.75e-4
3,4888553,16000000,4724620,0,0,4621383,A,19.5,0,19.8,16.6,0,0,11.1,0,1540461,0.289,0,0.0512,0.0598,0.24,0.229
2,8952000,38000000,5408040,6000000,856967,7654085,A,93.6,0,95.7,87,0,0,4.08,6856967,3827043,0.201,0.18,0.083,0,0.102,0.00146
2,4505766,4000000,4344457,0,0,4464672,I,0,12.6,10.1,14.4,0,0,3.5,0,2232336,1.12,0,0.0377,0.12,1,0.977
2,3319347,5000000,423463,0,2347250,0,I,100,0,198,100,0,0,2,2347250,0,0,0.469,0.588,0.807,0.589,0.928
2,1327839,8000000,1200519,0,206758,0,H,100,0,103,103,0,0,5.42,206758,0,0,0.0258,0.122,0.187,0.229,0.201
2,6823282,7000000,365322,0,5914000,197025,E,100,0,59.6,100,0,0,1.5,5914000,98513,0.0281,0.845,0.309,0.372,0.377,0.323
2,2349070,8000000,730909,0,0,0,H,0,0,30.1,33.3,0,0,5.25,0,0,0,0,0.108,0.128,0.274,0.0607
2,4237555,3000000,3448085,0,1359300,4079136,G,11.7,33.6,75,66.6,0,0,3.75,1359300,2039568,1.36,0.453,0.978,0.889,0.981,0.696
2,2629393,3000000,2512108,0,0,2590903,B,19.6,0,43.6,40.2,0,0,5.58,0,1295452,0.864,0,0.276,0.123,0.786,0.62
2,5343696,5000000,5068632,0,306300,5303480,A,17.9,6.88,17.1,91.2,0,0,3.33,306300,2651740,1.06,0.0613,0.114,0.416,0.974,0.951
2,980303,7000000,951750,0,4542,983569,A,100,0,75.9,0,0,0,10.5,4542,491785,0.141,0.00064899999999999995,0.0335,0.161,0.213,0.393
3,26953272,25000000,12145969,0,12665103,0,A,114,9.33,79.5,100,0,0,2.83,12665103,0,0,0.507,0.455,0.553,0.946,0.804
3,7241740,7000000,6135250,0,2216085,7449176,A,37.8,3.3,35.4,69.6,0,0,2.92,2216085,2483059,1.06,0.317,0.315,0.253,0.786,0.482
2,26604730,23000000,26456811,0,0,26663843,A,0,22.5,27.5,9.55,0,0,6.5,0,13331922,1.16,0,0.3,0,0.874,0.648
2,3725792,5000000,3613976,0,60000,0,I,101,0,33.3,35.3,0,0,5.33,60000,0,0,0.012,0.237,0.0481,0.734,0.599
2,11425897,12000000,10434772,0,0,11364026,NA,0,0,60.8,110,0,0,7,0,5682013,0.947,0,0.236,0.375,0.838,0.503
2,51699,9000000,24616,0,0,48569,F,100,0,50,23,0,0,8.5,0,24285,0.0054,0,0.0348,0.0222,0.0103,0.017
2,17830769,37000000,18922597,0,16330578,20903870,B,99.9,0,101,66.7,0,0,12.2,16330578,10451935,0.565,0.441,0.493,0.303,0.239,0.141
2,3425249,6000000,4011967,0,0,3329366,F,17.9,0,29.9,30.7,0,0,3.92,0,1664683,0.555,0,0.15,0.277,0.643,0.337
2,4255492,5000000,3006592,0,0,3190006,A,0,0,66.9,100,0,0,6.5,0,1595003,0.638,0,0,0.218,0.833,0.821
2,1041174,5000000,149250,0,856950,1052129,A,100,0,100,100,0,0,3.5,856950,526065,0.21,0.171,0.124,0.0885,0.15,0.0652
4,22791708,26000000,21483661,0,0,23244278,E,0,0,19.2,66.7,0,0,8.75,0,5811070,0.894,0,0.101,0.259,0.785,0.691
3,27652911,23000000,20805379,0,4173624,26000000,I,0,23.8,23.3,79.5,0,0,12,4173624,8671219,1.13,0.181,0.147,0.482,1.06,0.825
6,13365992,52000000,13199330,0,1791500,12718531,C,100,0,100,66.7,0,0,13.3,1791500,2119755,0.245,0.0345,0.21,0.263,0.395,0.545
5,85396845,150000000,12438988,0,42000000,0,A,100,0,100,100,0,0,10.4,42000000,0,0,0.28,0.243,0.11,0.339,0.171
2,5353428,5000000,5081412,0,0,5301171,A,44.1,7.33,58.5,100,0,0,1.83,0,2650586,1.06,0,0.248,0.393,0.972,0.832
3,342457,80000000,363311,0,0,0,C,0,0,0,305,0,1,3.67,0,0,0,0,0,0,0.00847,0.00232
2,6054590,85000000,5812830,0,944470,5141351,A,34.7,0,32.8,37.9,0,0,27.8,944470,2570676,0.0605,0.0111,0.0158,0.00295,0.0731,0.0598
3,22154455,20000000,21222098,1400000,0,22544587,A,0,10.6,12.7,12.3,0,0,11.8,1400000,7514862,1.13,0.07,0.0625,0.0755,1.03,0.961
2,457677,10000000,460133,0,0,460133,H,0,0,9.48,0,0,0,4.75,0,230067,0.046,0,0,0,0.0428,0.0409
2,2422648,5000000,2425485,0,0,2181382,A,0,0,32.1,54.8,0,0,5.08,0,1090691,0.436,0,0.133,0.127,0.386,0.457
3,76542658,73000000,72610641,0,1610425,78360454,A,10,6.31,10.4,12.3,0,0,1.92,1610425,26120151,1.07,0.0221,0.057,0.0972,0.995,0.985
3,111221466,100000000,28300473,0,7260815,109000000,F,100,0.63,100,100,0,0,4.92,7260815,36277010,1.09,0.0726,0.225,0.407,1.08,1.06
4,22443197,20000000,13000000,4500000,9839624,22499981,A,56.4,12.3,33.7,15.8,0,0,3.5,14339624,5624995,1.12,0.717,0.134,0.111,1.02,1.17
2,853309,30000000,433006,0,626271,0,A,100,0,110,165,0,0,4.42,626271,0,0,0.0209,0.0285,0.0529,0.0157,0.0252
4,3472886,48000000,1815670,0,2709338,0,G,100,0,100,100,0,0,6.67,2709338,0,0,0.0564,0.0656,0.101,0.0542,0.0268
2,29322567,30000000,25420891,0,545000,27808639,A,11.8,0,12,8.96,0,0,6,545000,13904320,0.927,0.0182,0.0483,0.0798,0.902,1.12
2,370323,3000000,306551,0,0,0,B,100,0,100,100,0,0,0.833,0,0,0,0,0,0.184,0.181,0.559
2,3702425,6000000,3069213,0,12000,3393391,A,9.99,0,17.2,25.4,0,0,2.5,12000,1696696,0.566,0.002,0.0669,0.0858,0.593,0.886
2,769359,7000000,752977,0,2923,718106,F,0,0,3.1,5.18,0,0,8.67,2923,359053,0.103,4.18e-4,0.00179,0,0.039,0.0778
2,1948089,3000000,1886743,0,0,1920268,A,0,0,25,133,0,1,1.08,0,960134,0.64,0,0,0.444,0.653,0.625
1,3536430,68000000,3739329,0,0,0,A,100,0,99.5,141,0,0,16.8,0,0,0,0,0.0275,0.0326,0.0482,0.0261
3,6981857,7000000,1114976,0,514678,4621556,B,73.8,0,70.3,56.6,0,0,10.1,514678,1540519,0.66,0.0735,0.137,0.196,1.03,0.901
7,36179925,99000000,8283601,0,20850179,0,A,100,0,100,100,0,0,15.4,20850179,0,0,0.211,0.249,0,0.185,0.0732
2,12912094,13000000,12762094,0,0,12746512,A,15.2,0,12.6,11.4,0,1,8.83,0,6373256,0.981,0,0,0,1.18,1.3
2,49523698,45000000,18420006,0,1945727,46425783,I,10.6,10.2,21.3,17.1,0,0,11.4,1945727,23212892,1.03,0.0432,0.0646,0.437,1,1.07
2,7979852,47000000,4127156,0,6537595,0,A,100,0,79.9,100,0,0,10.5,6537595,0,0,0.139,0.124,0.12,0.164,0.217
3,20392429,23000000,3523080,0,196000,20752635,F,55.8,0,37.4,33.6,0,0,7.58,196000,6917545,0.902,0.00852,0.18,0.262,0.953,0.257
2,3184849,3000000,3375307,0,0,3146077,H,0,6.34,12.8,10.1,0,0,2.17,0,1573039,1.05,0,0.0174,0,1.03,1.07
2,3712472,3000000,3445762,0,12000,3630167,G,32.1,23.9,30,70.2,0,0,1.75,12000,1815084,1.21,0.004,0.302,0.517,1.18,1.2
2,5497349,5000000,5492380,0,139200,5490984,I,78.1,10.2,75.9,43,0,0,1.25,139200,2745492,1.1,0.0278,0.676,0.669,0.973,0.966
3,11796156,20000000,1248192,0,49252,0,A,200,0,112,38.4,0,0,1,49252,0,0,0.00246,0.148,0.0942,0.769,0.985
2,5645927,5000000,5494418,0,0,5638183,H,10.4,12.8,23.4,36.7,0,0,7.08,0,2819092,1.13,0,0.154,0.107,0.993,1.15
2,3540891,3000000,2696847,0,3508971,0,I,100,16.1,70.9,133,0,0,0.75,3508971,0,0,1.17,1.23,1.14,1.01,1
3,48418499,33000000,40530506,0,4952585,45644125,J,0,53.3,25.1,100,0,0,16,4952585,15214708,1.38,0.15,0.389,0.398,1.34,0.871
2,4955401,4000000,4803752,0,4806900,5066525,F,0,24.3,34.6,50,0,0,8.25,4806900,2533263,1.27,1.2,0.481,1.15,1.06,1.36
4,2664628,52000000,766507,0,0,0,F,100,0,75,76.8,0,0,14.2,0,0,0,0,0.00716,0.0112,0.0688,0.161
3,19304391,20000000,19097030,0,2357685,19223720,A,12.5,0,34.9,55,0,0,12,2357685,6407907,0.961,0.118,0.204,0.247,0.754,0.413
2,868683,12000000,593369,0,269998,961511,B,0,0,71.5,144,0,0,5.67,269998,480756,0.0801,0.0225,0.0264,0.0144,0.0506,0.0195
2,10267852,10000000,10251852,0,946449,10275332,A,0,2.68,29.7,49.6,0,0,2.67,946449,5137666,1.03,0.0946,0.0518,0.029,0.959,0.837
2,284893,22000000,146531,0,291286,0,A,100,0,100,100,0,0,8.67,291286,0,0,0.0132,0.0135,0.0314,0.0209,0.117
2,3576976,6000000,2781145,0,3508971,0,A,0,0,75,100,0,0,7.42,3508971,0,0,0.585,0.215,0.105,0.183,0.537
2,13319834,20000000,4738334,0,2797500,0,A,99.1,0,87.9,45.6,0,0,3,2797500,0,0,0.14,0.3,0.0795,0.524,0.0568
2,7013285,10000000,6862000,0,0,6930233,B,25.4,0,38.5,19.3,0,0,0.75,0,3465117,0.693,0,0.203,0.031,0.664,0.699
2,5664563,5000000,2732772,0,2547627,5225262,I,100,12.9,57.7,25,0,0,3.17,2547627,2612631,1.05,0.51,0.424,0.191,1,0.894
2,5925496,7000000,4426056,0,1082509,0,A,100,1.34,103,100,0,0,0.75,1082509,0,0,0.155,0.553,0.606,0.813,0.515
2,304678,4000000,296514,0,0,0,A,100,0,50,18,0,0,17.5,0,0,0,0,0.0499,0.0615,0.166,0.483
3,3647507,3000000,3760788,0,108987,3554173,E,0,21.3,31.3,34.3,0,0,1.83,108987,1184724,1.18,0.0363,0.228,0.285,0.949,1.09
2,11369332,12000000,4801274,0,684300,0,A,100,0,100,100,0,0,5.33,684300,0,0,0.057,0.444,0.218,0.553,0.206
3,2668976,7000000,2406449,0,546920,0,F,100,0,54.9,27,0,0,19.9,546920,0,0,0.0781,0.138,0.0875,0.223,0.186
2,5389027,7000000,5241956,0,0,0,A,140,0,100,100,0,0,9.17,0,0,0,0,0.147,0,0.402,2.41e-4
2,1555027,7000000,1670169,0,0,1680543,F,13.9,0,37,48610,0,0,7.67,0,840272,0.24,0,0.0697,0.0455,0.184,0.0699
3,17926592,36000000,17862560,0,7170493,18300258,A,35.9,0,54.3,60.5,0,0,3.08,7170493,6100086,0.508,0.199,0.191,0.151,0.397,0.47
2,3673917,3000000,3672346,0,0,3697080,A,0,22,9.75,16.7,0,1,0.833,0,1848540,1.23,0,0.00484,0,1.21,1.18
3,5404493,25000000,731700,0,4186600,0,I,102,0,100,100,0,0,8.17,4186600,0,0,0.167,0.0536,0.0828,0.143,0.201
5,138149,42000000,132428,0,0,149119,A,0,0,5.11,0,0,0,13.1,0,29824,0.00355,0,7.6e-4,0.0221,0.00427,0.00823
2,807275,3000000,206114,0,0,596965,F,104,0,80.7,46.9,0,0,2.08,0,298483,0.199,0,0,0.0332,0.331,0.566
2,52834,16000000,26848,0,0,0,A,0,0,25.2,0,0,1,4.83,0,0,0,0,0.006,0,0.0129,2.5e-4
3,24995838,31000000,23683918,0,1126900,24931598,A,27.3,0,26.6,41.5,0,0,13.1,1126900,8310533,0.804,0.0364,0.057,0.176,0.832,0.773
2,1104160,95000000,782128,0,213108,0,A,100,0,90.6,99.6,0,0,26.4,213108,0,0,0.00224,0.00362,0.00626,0.0164,0.0156
2,1171218,51000000,233250,0,684840,115237,A,0,0,75,150,0,0,6.08,684840,57619,0.00226,0.0134,0.0165,0.0813,0.0158,0.039
4,28375754,59000000,14603976,0,25260016,0,A,100,0,100,100,0,0,5.75,25260016,0,0,0.428,0.129,0.033,0.151,0.0357
2,5436175,5000000,5442732,0,20000,0,F,101,8.57,50.1,32,0,0,1.92,20000,0,0,0.004,0.443,0.257,0.797,0.352
2,1414909,10000000,1352521,0,19449,1393596,F,15.8,0,9.83,13.5,0,0,7.08,19449,696798,0.139,0.00194,0,5.24e-4,0.139,0.135
2,1303793,3000000,154038,0,5453,0,F,102,0,126,126,0,0,4.42,5453,0,0,0.00182,0.00166,0,0.48,0.653
2,22186555,20000000,22218399,0,844284,22000000,A,0,11.1,16.9,6.76,0,0,1.92,844284,11000000,1.1,0.0422,0.0605,0.206,1.09,1.01
2,5095727,4000000,4951249,0,0,5104429,C,0,28.2,13,26.1,0,0,1.83,0,2552215,1.28,0,0.148,0.169,1.18,0.878
3,128750,8000000,127626,0,0,0,A,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0.00476,0.00125
2,2069079,5000000,2000000,0,0,1896357,A,0,0,31.5,10.2,0,0,0.75,0,948179,0.379,0,0.107,0.054,0.311,0.402
4,60172320,58000000,60581614,0,0,0,A,100,9.53,1780,1298,0,0,5.67,0,0,0,0,0.853,2.06,1.03,1.02
2,737390,3000000,57445,0,0,0,F,286,0,52.6,50,0,0,5.42,0,0,0,0,0.231,0.201,0.332,0.165
3,131223,7000000,132613,0,0,0,A,0,0,30.7,7.46,0,0,12.8,0,0,0,0,0,0,0.0401,0.179
2,3615935,5000000,3016442,0,0,3442644,A,9.97,0,25.8,34.8,0,0,6,0,1721322,0.689,0,0.134,0.222,0.722,0.685
2,4859747,5000000,4718201,400000,0,4934635,A,19.7,0,16.8,55,0,0,0.917,400000,2467318,0.987,0.08,0.0686,0.251,0.959,0.949
4,118058516,135000000,94845775,0,3457101,110000000,A,13.3,0,11.1,14.6,0,0,10.8,3457101,27513163,0.815,0.0256,0.0246,0.147,1.02,1.02
3,2920734,7000000,2642715,0,270510,2939268,A,17.3,0,28.4,96.2,0,0,12.5,270510,979756,0.42,0.0386,0.0998,0,0.186,0
2,6093727,30000000,1306646,0,0,0,A,100,0,75,55.6,0,0,1.67,0,0,0,0,0.0636,0.0734,0.181,0.184
2,3095715,3000000,2922626,0,11926,3128017,I,100,3.15,33,11.9,0,0,5.92,11926,1564009,1.04,0.00398,0.2,0.0344,1.06,0.972
2,12665425,24000000,4789865,0,4423387,8712500,A,100,0,100,100,0,0,15.4,4423387,4356250,0.363,0.184,0.197,0.216,0.378,0.181
2,5300512,10000000,653224,0,5334737,0,A,100,0,100,100,0,0,2.08,5334737,0,0,0.533,0.167,0.0648,0.199,0.0883
2,1532720,5000000,773810,0,0,533729,A,0,0,195,223,0,0,5.83,0,266865,0.107,0,0.0297,0.0549,0.219,0.347
2,20057277,20000000,10763962,0,7822005,15311218,A,101,0,151,144,0,0,0.833,7822005,7655609,0.766,0.391,0.318,0.1,0.67,0.587
2,4278194,20000000,2718687,0,131000,2818931,A,10.2,0,27.5,133,0,0,1,131000,1409466,0.141,0.00655,0.0125,0.0438,0.187,0.335
3,1216017,7000000,1157679,0,0,1201600,A,100,0,100,98,0,0,18.1,0,400533,0.172,0,0.0351,0.206,0.333,0.703
2,2557923,6000000,914386,0,0,0,E,0,0,32.3,22.4,0,0,17.7,0,0,0,0,0.00949,0,0.272,0.267
2,3908349,5000000,1468958,0,0,3906290,H,19.5,0,24.5,103,0,0,0.917,0,1953145,0.781,0,0,0.00993,0.812,0.936
2,3514732,15000000,485000,0,0,0,A,100,0,101,100,0,0,0.75,0,0,0,0,0.0222,0.0399,0.298,0.444
4,22545223,20000000,22373279,0,1380000,0,A,101,18.1,150,140,0,1,6.17,1380000,0,0,0.069,0.941,0.573,1.03,0.864
2,43171,6000000,24627,0,0,0,I,0,0,0,0,0,1,5,0,0,0,0,0,0,0.0278,0.0164
3,25460744,13000000,22394740,0,2936919,23477111,E,19.1,0,9.35,12.2,0,0,9.92,2936919,7825704,1.81,0.226,0.23,0.31,1.8,1.33
2,334128,5000000,334128,0,0,349760,A,0,0,27.5,30.4,0,1,2.75,0,174880,0.07,0,0,0,0.109,0.396
4,4267745,10000000,727427,0,58600,2964509,A,244,0,329,472,0,0,13.4,58600,741127,0.296,0.00586,0.125,0,0.225,0.00973
2,1179550,8000000,420025,0,0,1163443,A,113,0,105,100,0,0,3.5,0,581722,0.145,0,0.0212,0.0146,0.181,0.245
5,54513682,79000000,32235740,0,31000000,0,A,99.6,0,50,31.1,0,0,9.42,31000000,0,0,0.393,0.327,0.158,0.7,0.757
2,3632373,3000000,3615418,0,205000,3614658,C,0.63,21.1,31.3,47.4,0,0,7.08,205000,1807329,1.2,0.0683,0.228,0.216,0.949,0.77
2,2886549,4000000,2878408,0,0,0,A,100,0,132,37.5,0,0,2.33,0,0,0,0,0.869,0.978,0.474,0.731
2,7859000,7000000,945969,0,7523675,7425605,A,83.5,12.8,49.9,10,0,1,10.4,7523675,3712803,1.06,1.07,0.259,0.0948,0.374,0.249
2,74452,5000000,71982,0,0,0,F,0,0,0,0,0,0,3.33,0,0,0,0,5e-5,0,0.0253,0.00486
2,858220,9000000,793085,0,3219,788260,A,15.1,0,52.5,81.7,0,0,5.25,3219,394130,0.0876,3.58e-4,0.0486,0,0.0672,0.0706
2,56424296,75000000,45749980,0,14941515,60275344,A,0,0,15.3,19.2,0,0,5.67,14941515,30137672,0.804,0.199,0.17,0.0549,0.597,0.428
2,12813743,12000000,1864373,0,2732265,13000000,A,83.5,0,46.7,22.7,0,0,5.92,2732265,6489495,1.08,0.228,0.292,0.197,0.984,0.995
2,54590,8000000,51761,0,81818,0,A,0,0,83.7,133,0,1,5.33,81818,0,0,0.0102,0.00628,0.0277,0.0148,0.0304
2,2275166,3000000,2207913,0,157950,2227620,B,13.9,0,9.65,8.85,0,0,4.83,157950,1113810,0.743,0.0527,0.0527,0.179,0.799,0.552
3,3588555,5000000,3599491,0,0,3575322,A,9.99,0,9.26,48.5,0,0,7.92,0,1191774,0.715,0,0.0746,0.241,0.781,0.574
2,639250,5000000,611707,0,177709,655296,A,49.2,0,31.2,45.1,0,0,2.42,177709,327648,0.131,0.0355,0.0458,0.0972,0.161,0.268
2,4007021,3000000,3875812,0,12000,4000000,A,0,34.5,24.5,33.3,0,0,2.17,12000,2000000,1.33,0.004,0.177,0.227,1.22,1.1
3,31609596,59000000,12125149,0,27750783,30205953,G,0,0,40.5,22.1,0,0,5.83,27750783,10068651,0.512,0.47,0.224,0.0525,0.44,0.346
2,855108,30000000,552950,0,443204,809056,F,100,0,100,100,0,0,3.25,443204,404528,0.027,0.0148,0.02,0.0218,0.0263,0.0229
2,9496318,8000000,8496614,0,0,9313828,J,0,18.3,19.6,20,0,0,7,0,4656914,1.16,0,0.135,0.0278,1.14,0.994
2,3617458,13000000,3503803,3000000,56000,0,B,100,0,100,100,0,0,5.58,3056000,0,0,0.235,0.154,0.158,0.402,0.413
2,5721896,5000000,5858855,0,0,5693783,A,0,14.2,11.9,17.9,0,1,0.75,0,2846892,1.14,0,0.0782,0.0967,1.14,1.08
3,13991497,20000000,11689487,0,1877013,0,E,100,0,100,100,0,0,3.08,1877013,0,0,0.0939,0.349,0.31,0.762,0.581
2,583093,5000000,194667,0,333782,0,A,100,0,125,123,0,0,6.83,333782,0,0,0.0668,0.0478,0.0366,0.0758,0.178
8,100183800,150000000,91850610,0,7575000,94000000,A,29.6,0,0,18.7,0,0,10.8,7575000,11744024,0.626,0.0505,0.0806,0.134,0.64,0.625
2,3328236,6000000,2938882,0,289998,2938882,F,26.6,0,51.1,89.2,0,0,5.25,289998,1469441,0.49,0.0483,0.332,0.423,0.403,0.495
2,1925224,7000000,1681105,0,1331560,1802760,A,100,0,101,100,0,0,3,1331560,901380,0.258,0.19,0.164,0.117,0.305,0.126
5,1033165,24000000,1034461,0,0,0,A,100,0,100,100,0,0,5.5,0,0,0,0,0.0182,0.0159,0.0263,0.0123
2,4326384,5000000,3016320,0,0,2114581,A,60.9,0,28.6,50,0,0,1,0,1057291,0.423,0,0.165,0,0.444,6e-4
2,10551612,10000000,6256265,0,6712981,0,B,100,4.2,92.6,96.1,0,0,9.5,6712981,0,0,0.671,0.718,0.326,0.864,0.373
2,3099049,3000000,1099049,0,12000,3093836,I,41.9,3.26,25,25.4,0,0,6.33,12000,1546918,1.03,0.004,0.0208,0.326,1.14,1.22
2,3228724,3000000,3222693,0,0,3230184,I,0,7.52,2.51,0,0,0,4.67,0,1615092,1.08,0,0.215,0,0.868,0.12
2,96260722,90000000,71627105,5700000,0,94669963,F,0,14.3,15.2,41.4,0,0,8.33,5700000,47334982,1.05,0.0633,0.0624,0.288,1.08,1.09
2,4235150,17000000,828285,0,4707463,4231402,I,0,0,25,55.7,0,0,6.67,4707463,2115701,0.249,0.277,0.0867,0.0305,0.072,0.0836
2,1169000,4000000,66957,0,0,543509,B,324,0,162,100,0,0,2.17,0,271755,0.136,0,0.173,0.48,0.631,0.871
2,3690457,3000000,3580380,350000,258942,3712994,F,15.3,23.2,39.3,50.5,0,0,2.08,608942,1856497,1.24,0.203,0.242,1,1.11,1.09
2,1087460,3000000,501000,0,1010500,0,A,99.1,0,73.7,49.7,0,0,4.25,1010500,0,0,0.337,0.0615,-0.569,0.124,0.297
2,333347,9000000,324174,0,173376,345171,A,21.5,0,3.1,39.8,0,0,5.75,173376,172586,0.0384,0.0193,0.015,0.00736,0.0297,0.0104
1,3503215,3000000,3228453,0,200000,0,A,0,16.9,50,93.7,0,0,5,200000,0,0,0.0667,0.508,0.975,1.07,1.1
1,1242370,6000000,921648,0,325000,1144178,A,0,0,50,39.3,0,0,8,325000,1144178,0.191,0.0542,0.0848,9.94e-4,0.211,0.269
2,11484832,10000000,2010255,1700000,0,8105871,A,-661,17.8,74.4,94.7,0,0,1.92,1700000,4052936,0.811,0.17,0.409,0.333,0.986,0.75
2,2002390,10000000,205000,0,0,0,A,97.7,0,49.6,0,0,0,0.917,0,0,0,0,0.00199,0.0019,0.22,0.268
3,56736076,40000000,19000000,0,0,42718434,A,0,20.7,25,66.7,0,1,4,0,14239478,1.07,0,0.104,0.636,1.31,1.16
2,1614016,5000000,593020,0,1101877,1060000,C,100,0,240,100,0,0,7.42,1101877,530000,0.212,0.22,0.214,0.196,0.418,0.466
2,9379199,9000000,4530730,0,2275900,9334717,F,123,0,119,95.6,0,0,10.2,2275900,4667359,1.04,0.253,0.46,0.495,1,1.26
2,10200992,12000000,14000000,0,2113680,14694727,NA,14,2.55,50,21.4,0,0,3.25,2113680,7347364,1.22,0.176,0.344,0.0422,0.906,0.23
3,21332257,30000000,2266869,0,15852665,0,A,100,0,100,100,0,0,7.58,15852665,0,0,0.528,0.216,0.233,0.448,0.443
2,5223081,4000000,5171479,200000,0,5127272,J,12.8,26,15.5,12.9,0,0,1.92,200000,2563636,1.28,0.05,0.0625,0,1.17,1.2
2,17719461,15000000,16054784,0,1970519,17182708,A,14.5,16,9.86,10.5,0,0,0.75,1970519,8591354,1.15,0.131,0.113,0.105,1.08,0.978
3,24363019,70000000,15823290,0,3810914,0,A,100,0,100,100,0,0,10.4,3810914,0,0,0.0544,0.302,0.00392,0.381,0.0303
2,30278624,29000000,29808212,0,0,30159641,A,0,5.26,9.85,10.5,0,1,10.2,0,15079821,1.04,0,0.146,0.136,1.01,0.999
2,5327205,5000000,5317904,0,0,5315541,A,17.1,6.55,12.8,19.8,0,0,0.917,0,2657771,1.06,0,0.116,0.162,1.03,0.884
2,3012968,3000000,2816372,0,2728071,0,A,100,0.63,25,14.4,0,0,5.17,2728071,0,0,0.909,0.28,0.0782,0.418,0.153
2,10429147,10000000,9423684,0,408605,10592082,A,21.3,4.29,5.72,12.5,0,0,2.67,408605,5296041,1.06,0.0409,0.182,0.235,1,0.946
2,4458956,4000000,4408540,0,164000,4290920,C,5.67,12.3,53.6,101,0,0,9.42,164000,2145460,1.07,0.041,0.22,0.12,0.581,0.167
2,34660,3000000,34394,0,0,0,I,0,0,24.8,79.2,0,1,6.17,0,0,0,0,0.0866,0,0.0758,0.0382
2,87473,5000000,61919,0,88,96542,A,0,0,25.9,69,0,0,0.75,88,48271,0.0193,1.76e-5,3.18e-5,0.0284,0.0107,0.0505
2,2739982,10000000,2659319,0,500000,2815155,A,0,0,11.8,33.5,0,0,3,500000,1407578,0.282,0.05,0.05,0.0579,0.198,0.0858
2,4844675,5000000,270997,0,4463665,0,B,99.1,0,74.8,87.7,0,0,6,4463665,0,0,0.893,0.326,0.12,0.54,0.119
2,71261,3000000,66737,0,0,0,I,0,0,25,100,0,0,1.83,0,0,0,0,0,0,0.0346,0.0747
2,3435992,3000000,3435968,0,521500,1097268,E,0,14.9,16.9,58.7,0,0,5.5,521500,548634,0.366,0.174,0.0914,0.0889,0.933,0.776
2,75654,6000000,101153,0,0,0,A,0,0,0,110,0,0,21.6,0,0,0,0,0,-0.16,0.00991,0.0464
2,4646531,5000000,1316000,0,4551400,2418636,A,0,0,49.9,39.5,0,0,2.58,4551400,1209318,0.484,0.91,0.206,0.254,0.473,0.421
2,12059414,19000000,10342747,0,1573836,12101585,B,0,0,9.83,15.6,0,0,7.25,1573836,6050793,0.637,0.0828,0.0883,0.0916,0.566,0.592
2,9987904,10000000,5111747,0,1788677,8928622,A,100,0,100,50,0,0,6.75,1788677,4464311,0.893,0.179,0.23,0.212,0.842,0.948
2,2961527,3000000,3264089,0,0,2989143,A,11.2,0,12.2,11.1,0,0,2,0,1494572,0.996,0,0.0723,0.0556,0.962,0.843
2,8071636,7000000,2000000,0,4198000,7246077,A,100,12.8,100,100,0,0,1.67,4198000,3623039,1.04,0.6,0.592,1.33,0.975,1.05
3,3742278,7000000,3693000,1000000,0,3753490,A,19.3,0,10.4,10.7,0,0,11,1000000,1251163,0.536,0.143,0.0156,0.0235,0.556,0.57
2,18504598,60000000,18472862,0,1094350,18000000,A,0,0,75,80.1,0,0,11.7,1094350,8992095,0.3,0.0182,0.211,0.228,0.428,0.452
2,19538268,26000000,9077190,0,11777252,10107518,B,39,0,11.6,10.4,0,0,8.92,11777252,5053759,0.389,0.453,0.15,0.135,0.727,0.389
